1,1,5,2025-03-19,2,"Good quality, but could be cheaper."
2,1,2,2025-11-05,5,Five stars for the quick delivery.
3,1,8,2023-07-05,5,The quality  is top-notch.
4,1,19,2023-05-07,4,Customer support was very helpful.
5,1,2,2023-09-30,5,Shipping was fast and  the item was well-packaged.
6,1,18,2024-01-06,4,Amazing value for the price.
7,1,18,2023-05-09,4,Amazing value for the price.
8,1,18,2025-05-25,1,I had a bad experience with this product.
9,1,15,2025-01-10,4,Shipping was fast and  the item was well-packaged.
10,1,17,2025-10-10,2,I had  a bad experience with this product.
11,1,4,2025-11-14,4,"Great purchase, very satisfied."
12,1,14,2023-03-22,2,Disappointed with the performance.
13,1,19,2024-10-04,5,"Great purchase, very satisfied."
14,2,15,2023-05-21,1,The product arrived late.
15,2,3,2023-05-05,1,The product arrived late.
16,2,15,2024-08-05,1,"Not satisfied, the product broke  after a week."
17,2,12,2023-12-11,4,The build quality  is impressive.
18,2,5,2024-05-22,4,The build quality  is impressive.
19,2,18,2024-07-23,2,The color was different from what was shown.
20,2,9,2025-04-30,2,"Not satisfied, the product broke after a week."
21,2,8,2023-11-06,4,Shipping was fast and the item was well-packaged.
22,2,1,2025-09-20,1,"The product  is okay, but the instructions were unclear."
23,2,5,2025-05-08,5,Amazing value  for the price.
24,2,17,2023-04-21,5,"Excellent product, highly recommend!"
25,2,13,2023-08-01,4,Customer support  was very helpful.
26,2,15,2023-11-29,4,Amazing value for the  price.
27,2,5,2023-07-27,2,"Terrible customer service,  would not buy again."
28,2,20,2025-02-09,5,"I love this product, will buy again!"
29,2,16,2023-09-09,5,The build quality is impressive.
30,2,10,2023-06-25,5,"Great purchase, very satisfied."
31,2,6,2025-11-23,5,"Excellent product,  highly recommend!"
32,2,17,2024-09-02,2,Disappointed with the performance.
33,2,9,2025-11-27,5,Shipping was fast and the item was well-packaged.
34,3,18,2025-10-26,5,Exceeded my expectations!
35,3,7,2024-05-05,1,"Average experience, nothing  special."
36,3,12,2023-03-01,2,The product arrived late.
37,3,7,2024-12-06,5,"Great purchase,  very satisfied."
38,3,8,2025-08-20,5,Exceeded my expectations!
39,3,20,2023-01-04,4,"Great purchase, very satisfied."
40,3,4,2025-03-06,1,"Average experience, nothing special."
41,3,6,2025-06-07,1,Not worth the  money.
42,3,15,2025-04-02,1,Disappointed with the performance.
43,3,6,2023-09-18,5,Amazing value for the price.
44,3,5,2025-08-29,3,"Good quality, but could be cheaper."
45,3,5,2023-02-13,5,Five stars for the quick delivery.
46,3,5,2025-06-07,2,"Average experience, nothing special."
47,3,7,2023-02-27,5,"I love this product, will buy  again!"
48,3,11,2024-06-15,4,Shipping was fast and the item was well-packaged.
49,3,12,2025-07-27,3,"Good quality, but could be cheaper."
50,4,17,2023-02-08,2,"The product is okay, but the instructions were unclear."
51,4,5,2023-12-19,4,Amazing value for the price.
52,4,11,2025-11-27,4,The build quality is impressive.
53,4,2,2024-05-23,4,The quality is top-notch.
54,4,18,2023-02-27,1,Disappointed with the performance.
55,4,20,2025-11-01,5,Exceeded my expectations!
56,4,18,2025-09-06,5,Exceeded my expectations!
57,4,9,2024-02-19,1,"The product is okay, but the instructions were unclear."
58,4,13,2025-06-24,5,Exceeded my  expectations!
59,4,4,2023-11-13,2,"Not satisfied, the product broke after a week."
60,4,5,2024-06-02,2,I had  a bad experience with this product.
61,4,13,2025-09-24,4,Exceeded my expectations!
62,4,17,2025-04-07,5,Exceeded my  expectations!
63,4,1,2024-11-23,4,The build quality is impressive.
64,4,17,2024-08-28,4,Five stars for the quick delivery.
65,4,8,2023-08-03,4,"I love this product, will buy again!"
66,5,9,2023-09-23,1,"Not satisfied, the product broke after a week."
67,5,9,2025-04-11,5,"Excellent product, highly recommend!"
68,5,11,2023-07-03,5,Shipping was fast and the item was well-packaged.
69,5,9,2023-02-04,2,"Good quality, but could be cheaper."
70,5,8,2023-05-17,5,Five stars for the quick  delivery.
71,5,9,2023-09-22,4,Exceeded my expectations!
72,5,9,2023-04-14,5,"I love this product, will buy again!"
73,5,7,2024-08-16,5,Shipping was  fast and the item was well-packaged.
74,5,9,2023-03-17,5,"Excellent product, highly recommend!"
75,5,17,2025-08-30,4,The build quality is impressive.
76,6,14,2025-10-10,5,Customer support  was very helpful.
77,6,8,2024-12-02,5,Shipping was fast and the item was well-packaged.
78,6,2,2023-09-23,5,"I love  this product, will buy again!"
79,6,13,2025-11-02,1,The product arrived late.
80,6,10,2023-04-03,5,Shipping was fast and the item was well-packaged.
81,6,9,2025-01-15,2,The product  stopped working after a month.
82,6,10,2024-03-22,5,The quality is top-notch.
83,6,16,2024-07-25,4,Exceeded my expectations!
84,6,1,2023-07-06,4,Five stars for the quick delivery.
85,6,2,2025-03-17,4,"I love this product, will buy  again!"
86,6,5,2025-03-08,1,I had a bad experience with this  product.
87,6,20,2023-10-24,5,"Excellent product, highly recommend!"
88,6,17,2023-10-13,2,The product stopped working after a month.
89,6,1,2024-04-15,4,The quality is top-notch.
90,6,4,2025-02-10,1,The product  stopped working after a month.
91,6,18,2024-05-15,5,The quality is top-notch.
92,6,17,2023-07-08,4,"Good quality,  but could be cheaper."
93,6,9,2024-04-25,1,"Average experience, nothing  special."
94,7,13,2023-06-07,4,"I love this product, will buy again!"
95,7,7,2023-06-08,5,"Great purchase, very satisfied."
96,7,10,2023-10-01,5,The quality  is top-notch.
97,7,7,2025-09-29,5,"Excellent product, highly recommend!"
98,7,15,2023-08-31,2,The product  stopped working after a month.
99,7,16,2023-02-05,5,Five stars for the quick delivery.
100,7,15,2024-07-04,4,Exceeded my expectations!
101,7,5,2025-12-09,4,"Great purchase, very satisfied."
102,7,17,2024-07-26,2,Not worth the  money.
103,7,13,2023-02-20,5,The build quality is impressive.
104,7,5,2025-05-02,4,"Great purchase, very satisfied."
105,7,1,2024-10-26,1,The color was  different from what was shown.
106,7,1,2024-08-16,5,Five stars for the quick delivery.
107,7,19,2023-06-06,5,Customer support was very helpful.
108,7,9,2023-07-28,4,"I love this product,  will buy again!"
109,8,17,2024-10-08,5,"Great purchase, very satisfied."
110,8,13,2024-02-21,1,Product did not meet my expectations.
111,8,14,2025-07-12,5,Shipping was fast and the item was well-packaged.
112,8,18,2023-09-18,5,Customer support was  very helpful.
113,8,9,2025-04-11,4,"Good quality, but could be cheaper."
114,8,13,2023-09-03,4,Shipping was fast and the  item was well-packaged.
115,8,18,2024-03-26,5,"Great purchase, very satisfied."
116,8,18,2024-01-30,5,Shipping was fast and the item was well-packaged.
117,8,11,2024-05-04,4,Amazing value for the price.
118,8,14,2025-02-23,4,"Excellent product, highly recommend!"
119,8,11,2023-05-08,5,Amazing value for the  price.
120,8,17,2024-03-18,5,Exceeded my expectations!
121,8,15,2025-06-03,2,Product did not meet my  expectations.
122,8,16,2025-09-30,5,Customer support was very helpful.
123,9,8,2023-08-12,5,Shipping was fast and the item was well-packaged.
124,9,4,2025-07-25,4,The quality is top-notch.
125,9,8,2023-03-18,3,"Good quality, but could be cheaper."
126,9,17,2025-06-14,1,Disappointed with the  performance.
127,9,17,2024-01-28,5,Exceeded my  expectations!
128,9,15,2024-07-24,2,"Not satisfied, the product broke after a week."
129,9,8,2025-08-31,4,"Excellent product, highly  recommend!"
130,9,10,2023-04-24,5,The build  quality is impressive.
131,9,14,2025-01-28,5,The quality is top-notch.
132,9,12,2025-03-22,5,"I love this product, will  buy again!"
133,9,7,2024-09-30,1,"Average experience,  nothing special."
134,9,9,2024-08-27,5,Amazing value for the price.
135,9,8,2025-09-20,5,The quality is  top-notch.
136,9,2,2024-03-12,4,Amazing value for the price.
137,9,2,2024-01-13,4,"Great purchase, very satisfied."
138,10,11,2024-01-26,5,"Excellent product, highly  recommend!"
139,10,12,2024-11-10,4,Five stars  for the quick delivery.
140,10,12,2025-05-10,2,Disappointed with the performance.
141,10,7,2025-02-17,5,"I love this product, will  buy again!"
142,10,7,2025-02-02,4,The build quality is  impressive.
143,10,16,2023-03-04,4,"Good quality,  but could be cheaper."
144,10,15,2023-05-09,1,Product did  not meet my expectations.
145,10,20,2024-11-25,5,"Great purchase, very  satisfied."
146,10,9,2024-09-01,4,Amazing value  for the price.
147,10,4,2025-08-31,1,I had a bad experience with this product.
148,11,9,2025-05-30,1,"The product is okay, but the instructions were unclear."
149,11,6,2023-01-18,1,The product arrived late.
150,11,5,2024-04-28,5,"Great purchase, very satisfied."
151,11,20,2023-06-11,4,Customer support  was very helpful.
152,11,2,2025-09-13,4,"Great purchase, very satisfied."
153,11,4,2023-05-28,4,Five stars for the quick  delivery.
154,11,15,2023-12-21,5,Customer support was very helpful.
155,11,8,2023-09-06,1,The product arrived  late.
156,11,12,2024-06-04,1,"Average experience, nothing special."
157,11,6,2024-05-17,5,"I love  this product, will buy again!"
158,11,13,2024-05-30,2,The product stopped working after a month.
159,11,4,2025-08-08,2,Disappointed with  the performance.
160,11,15,2025-02-04,4,"I love this  product, will buy again!"
161,11,20,2024-02-02,2,Not worth the money.
162,12,15,2024-06-16,1,"Not satisfied, the product broke after a week."
163,12,4,2024-12-17,5,"Great purchase,  very satisfied."
164,12,9,2023-03-20,4,Exceeded my expectations!
165,12,14,2025-01-31,4,"I love this product, will  buy again!"
166,12,18,2025-09-17,5,Five stars for the quick delivery.
167,12,5,2025-12-29,5,Shipping was fast and the item was well-packaged.
168,12,14,2024-08-03,2,"Good quality, but could  be cheaper."
169,12,14,2025-05-02,4,"Great purchase, very satisfied."
170,12,13,2024-02-22,2,The color was different from what was shown.
171,12,14,2023-08-21,1,The color was different from what was shown.
172,13,15,2023-11-29,5,The quality is  top-notch.
173,13,3,2025-01-29,1,"The product is okay,  but the instructions were unclear."
174,13,6,2025-12-03,4,Five stars for the quick delivery.
175,13,7,2024-09-09,5,The quality is  top-notch.
176,13,3,2023-11-25,4,"Good quality, but could be cheaper."
177,13,7,2025-08-26,4,Exceeded my expectations!
178,13,17,2023-11-17,4,Five stars for  the quick delivery.
179,13,2,2023-03-20,2,"Good quality, but could be cheaper."
180,13,15,2024-09-19,3,"Good quality, but could be cheaper."
181,13,12,2025-07-04,4,Shipping was fast and the  item was well-packaged.
182,13,15,2024-04-26,5,Amazing value for the price.
183,13,16,2025-03-30,5,Shipping was fast and the item was well-packaged.
184,13,3,2025-06-24,4,The quality is top-notch.
185,14,11,2025-11-13,5,"Excellent product, highly recommend!"
186,14,5,2023-02-22,1,"Terrible customer service, would not buy again."
187,14,4,2024-02-01,5,The build quality is impressive.
188,14,6,2024-03-28,5,"Great purchase, very satisfied."
189,14,6,2024-10-25,2,The product arrived late.
190,14,15,2023-10-22,4,The build quality is impressive.
191,14,20,2025-11-02,4,"Great purchase, very  satisfied."
192,14,6,2024-07-23,1,The color was different  from what was shown.
193,14,4,2025-12-22,5,"Great purchase, very satisfied."
194,15,4,2024-05-31,2,"Not satisfied, the product broke after a week."
195,15,12,2024-06-26,5,"Great purchase, very  satisfied."
196,15,3,2025-06-24,4,Amazing value for the  price.
197,15,9,2024-09-27,2,"Good quality, but could be cheaper."
198,15,8,2023-11-02,5,Customer support was very helpful.
199,15,2,2023-09-28,4,Amazing value  for the price.
200,15,19,2024-12-27,5,"Excellent product, highly recommend!"
201,15,14,2024-09-08,5,Exceeded my expectations!
202,15,16,2023-11-21,4,Exceeded my expectations!
203,15,3,2023-10-24,2,The product arrived late.
204,15,9,2023-01-24,5,"Excellent product, highly recommend!"
205,15,19,2025-06-27,5,"Excellent product,  highly recommend!"
206,15,2,2023-05-07,4,Customer support  was very helpful.
207,15,4,2023-01-26,4,Exceeded my expectations!
208,15,17,2025-11-04,3,"Good quality, but could be cheaper."
209,15,3,2024-09-06,2,"Good quality, but could be cheaper."
210,15,14,2025-08-10,4,The build  quality is impressive.
211,16,8,2023-03-21,4,"I love this product, will buy  again!"
212,16,14,2025-12-07,2,The product arrived late.
213,16,7,2023-06-24,2,Product did not  meet my expectations.
214,16,7,2023-11-23,1,Not worth the  money.
215,16,11,2024-05-04,5,"Excellent product, highly recommend!"
216,16,17,2023-01-14,1,The color was different from what was shown.
217,16,8,2024-09-22,1,The color was different from what was shown.
218,16,3,2023-12-18,4,The quality  is top-notch.
219,16,12,2023-10-18,1,Product did  not meet my expectations.
220,16,3,2023-04-06,5,Amazing value for the  price.
221,16,3,2025-02-25,4,Exceeded my  expectations!
222,16,3,2024-08-11,4,Shipping was fast and the item was well-packaged.
223,17,7,2024-08-26,5,Customer support was  very helpful.
224,17,10,2023-04-10,1,Not worth the money.
225,17,20,2025-10-28,5,"I love this product, will buy again!"
226,17,14,2023-03-05,5,Five stars for the quick delivery.
227,17,2,2024-03-19,1,Disappointed with the performance.
228,17,10,2023-12-15,4,"Excellent product,  highly recommend!"
229,17,1,2024-12-13,4,The build quality is impressive.
230,17,19,2024-12-12,2,The product stopped  working after a month.
231,17,10,2024-03-15,2,"Average experience, nothing special."
232,17,4,2023-06-15,4,"Excellent product, highly recommend!"
233,17,12,2023-07-14,4,Customer support was very helpful.
234,17,1,2025-01-31,5,"I love this product, will buy again!"
235,17,17,2023-12-17,5,Exceeded my  expectations!
236,17,12,2024-10-31,5,The build quality is impressive.
237,17,6,2025-08-06,5,"I love this product,  will buy again!"
238,17,15,2024-05-02,5,"I love this product, will buy again!"
239,17,20,2023-11-13,1,"Average experience, nothing special."
240,17,20,2025-12-05,5,Exceeded my expectations!
241,18,4,2023-12-04,2,Disappointed with  the performance.
242,18,5,2024-09-10,1,The color  was different from what was shown.
243,18,4,2024-07-29,5,Customer support was  very helpful.
244,18,14,2024-03-31,5,"I love this product,  will buy again!"
245,18,20,2025-04-08,5,Exceeded my expectations!
246,18,19,2025-05-12,1,"Not satisfied, the product broke after a week."
247,18,19,2024-04-13,1,"Not satisfied, the product broke  after a week."
248,18,11,2024-06-16,4,"Good quality, but could be  cheaper."
249,18,6,2024-05-27,1,I had a bad experience with this product.
250,18,20,2025-04-18,5,Shipping was fast and the item was well-packaged.
251,18,13,2025-09-30,2,Disappointed with  the performance.
252,18,6,2024-02-14,5,Five stars for the quick delivery.
253,19,16,2025-11-14,5,"Great purchase, very  satisfied."
254,19,7,2024-01-12,5,Five stars for the quick delivery.
255,19,2,2024-06-01,4,Customer support was  very helpful.
256,19,14,2024-12-22,4,Five stars for the quick  delivery.
257,19,17,2024-03-24,2,The color was different from what was shown.
258,19,6,2023-09-22,2,Disappointed with the performance.
259,19,7,2025-08-18,3,"Good quality, but could be cheaper."
260,19,14,2025-08-16,2,The product stopped working after a month.
261,19,16,2024-12-27,1,"Average experience, nothing  special."
262,19,9,2025-05-22,1,I had a bad experience with this  product.
263,19,9,2025-01-03,5,"I love this product, will buy again!"
264,20,20,2023-06-24,3,"Good quality, but could be cheaper."
265,20,13,2023-04-27,5,Amazing value for the price.
266,20,5,2025-12-22,1,"Not satisfied, the product broke after a week."
267,20,1,2024-03-05,2,"Not satisfied, the product broke after  a week."
268,20,4,2023-10-20,1,"The product is okay, but the instructions were unclear."
269,20,12,2023-11-09,5,Customer support was very  helpful.
270,20,20,2023-07-05,3,"Good quality, but could be cheaper."
271,20,7,2025-12-23,4,The build quality is impressive.
272,20,9,2025-05-08,5,Shipping was fast and the item was well-packaged.
273,20,2,2025-09-18,5,Shipping was fast  and the item was well-packaged.
274,20,18,2023-01-14,5,"Great purchase, very satisfied."
275,20,16,2024-08-30,1,Not worth the money.
276,20,3,2024-01-05,2,"Good quality, but could be cheaper."
277,20,11,2023-07-12,4,The build quality is  impressive.
278,21,5,2024-11-24,5,"Great purchase, very satisfied."
279,21,17,2024-03-07,5,"Great purchase,  very satisfied."
280,21,10,2024-08-22,5,The build quality  is impressive.
281,21,17,2024-12-07,2,"Not satisfied, the product broke after a week."
282,21,4,2024-11-08,4,"I love this product, will buy again!"
283,21,3,2023-03-24,5,"Excellent product, highly recommend!"
284,21,2,2025-03-27,4,The quality is  top-notch.
285,21,20,2023-05-04,1,The product stopped working after a month.
286,21,20,2023-10-29,3,"Good quality, but could be  cheaper."
287,21,6,2023-07-27,4,"Good quality, but could be cheaper."
288,21,1,2025-01-25,2,"The product is okay, but the instructions were unclear."
289,21,18,2024-06-12,2,"The product is okay, but the instructions were unclear."
290,21,11,2023-02-11,4,Amazing value for the price.
291,21,17,2023-03-22,1,The color was different from what was shown.
292,22,15,2023-05-18,5,Customer support was very helpful.
293,22,5,2025-08-31,1,The product stopped working after  a month.
294,22,7,2023-11-07,2,"Good quality,  but could be cheaper."
295,22,3,2024-03-22,2,"The product is okay, but the instructions were unclear."
296,22,9,2024-05-11,4,Shipping was fast and the item was well-packaged.
297,22,5,2023-06-22,5,"Excellent product, highly recommend!"
298,22,9,2023-04-18,1,Product did  not meet my expectations.
299,22,13,2024-09-29,4,Amazing value for the price.
300,22,16,2023-05-03,5,Amazing value for the price.
301,22,6,2023-10-24,2,Disappointed with the performance.
302,22,6,2025-05-05,5,The build quality is impressive.
303,22,19,2024-11-14,5,The quality is top-notch.
304,22,20,2024-11-11,2,Product did not meet my expectations.
305,22,20,2024-09-24,5,Exceeded my expectations!
306,23,20,2024-04-24,1,The product arrived late.
307,23,11,2024-06-22,5,Shipping was fast and the item was well-packaged.
308,23,2,2024-08-13,1,"Terrible customer service, would not buy  again."
309,23,16,2024-12-11,5,"Excellent product, highly recommend!"
310,23,13,2024-02-15,1,"Average experience,  nothing special."
311,23,13,2025-08-10,1,The product arrived late.
312,23,1,2025-02-27,5,Five stars for the quick delivery.
313,23,3,2024-04-21,5,"Excellent product, highly recommend!"
314,23,17,2024-10-19,4,Amazing value  for the price.
315,23,3,2024-01-06,1,The product arrived late.
316,23,19,2025-01-05,4,"Excellent product, highly  recommend!"
317,23,12,2023-08-06,4,The build quality is  impressive.
318,23,1,2024-12-07,4,Amazing value  for the price.
319,23,19,2025-09-22,5,Exceeded my expectations!
320,24,14,2023-07-18,2,"Terrible customer service, would not buy again."
321,24,5,2024-06-04,1,Not worth  the money.
322,24,13,2023-06-21,5,The quality is top-notch.
323,24,15,2025-09-24,2,Disappointed with the performance.
324,24,13,2023-09-03,1,Disappointed with  the performance.
325,24,3,2025-11-03,4,The build quality is impressive.
326,24,8,2024-03-30,5,"I love this product, will buy  again!"
327,24,1,2023-04-07,5,"Excellent product,  highly recommend!"
328,24,11,2023-01-12,2,"Not satisfied, the product broke after a week."
329,24,19,2025-06-22,1,Disappointed with the performance.
330,24,12,2024-06-10,5,"Great purchase, very satisfied."
331,24,15,2024-05-03,1,"Not satisfied, the product broke after a week."
332,25,7,2023-03-15,4,Exceeded my expectations!
333,25,12,2023-10-14,1,Disappointed with the performance.
334,25,13,2023-02-14,3,"Good quality, but  could be cheaper."
335,25,16,2023-08-25,3,"Good quality,  but could be cheaper."
336,25,6,2025-07-13,5,Shipping was fast and the item was well-packaged.
337,25,9,2025-05-06,4,Shipping was fast and  the item was well-packaged.
338,25,11,2023-12-10,5,Five stars for the quick delivery.
339,25,16,2023-08-22,4,"Excellent product, highly recommend!"
340,25,7,2025-09-04,1,Disappointed with  the performance.
341,25,12,2025-06-03,2,"Average experience, nothing special."
342,25,4,2025-03-10,4,Shipping was fast and the item was well-packaged.
343,25,10,2023-10-23,2,Product did not meet my expectations.
344,25,17,2024-11-29,4,The build quality is impressive.
345,25,17,2024-08-09,4,Customer support was very helpful.
346,25,7,2024-07-20,4,Shipping was fast and the item was well-packaged.
347,26,6,2024-02-07,5,Five stars for the quick delivery.
348,26,9,2023-12-26,4,Amazing value for the price.
349,26,7,2023-01-21,5,"Excellent product, highly recommend!"
350,26,2,2025-11-27,1,Not worth the  money.
351,26,3,2023-02-01,4,The build quality is impressive.
352,26,9,2024-05-23,4,"Great purchase, very  satisfied."
353,26,19,2023-01-10,5,The build quality  is impressive.
354,26,8,2024-10-19,1,The color was different from what was shown.
355,26,2,2024-08-20,2,I had a bad experience with this product.
356,26,1,2025-12-22,1,"The product  is okay, but the instructions were unclear."
357,26,8,2024-01-09,5,"I love this product, will buy again!"
358,27,1,2023-07-17,2,"Average experience, nothing  special."
359,27,17,2024-05-03,1,Disappointed with the performance.
360,27,4,2024-01-02,5,Five stars for the quick delivery.
361,27,17,2024-07-26,5,Five stars for the quick delivery.
362,27,18,2024-04-10,2,"The product is okay, but the instructions were unclear."
363,27,15,2025-03-23,5,The quality is top-notch.
364,27,20,2025-12-12,5,The quality  is top-notch.
365,27,11,2025-06-11,1,"Terrible customer service, would not buy again."
366,28,13,2023-04-20,5,Shipping was fast and the  item was well-packaged.
